"","name","father","stock","glottocode","iso","wals","level","longitude","latitude","population"
"bolo1265","Bolong","Kenga","Central Sudanic","bolo1265",NA,NA,"dialect",NA,NA,NA
"bolo1266","Bolon","East Manding","Mande","bolo1266","bof",NA,"language",-4.75524,11.8242,17000
"bolo1267","Bolos Point","Dupaninan Agta","Austronesian","bolo1267",NA,NA,"dialect",NA,NA,NA
"bolo1268","Bolongan","North Borneo Malayo-Polynesian","Austronesian","bolo1268","blj",NA,"language",117.293,2.75927,30000
"bolu1241","Bolupi","Ligenza","Atlantic-Congo","bolu1241",NA,NA,"dialect",NA,NA,NA
"bolu1244","Bolu","Geji","Afro-Asiatic","bolu1244",NA,NA,"dialect",NA,NA,NA
"boly1239","Bolyu","Bolyu-Bugan","Austroasiatic","boly1239","ply",NA,"language",104.955,24.7013,10000
"boly1240","Bolyu-Bugan","Mangic","Austroasiatic","boly1240",NA,NA,"family",NA,NA,NA
"boma1245","Bomang","Nuclear Burmese","Sino-Tibetan","boma1245",NA,NA,"dialect",NA,NA,NA
"boma1246","Boma","Boma-Tiene [boma1249]","Atlantic-Congo","boma1246","boh",NA,"language",22.973,3.5857,20500
"boma1247","Boma [Surmic]","Murle","Surmic","boma1247",NA,NA,"dialect",NA,NA,NA
"boma1248","Boma-Tiene [boma1248]","Yanzi [B.80]","Atlantic-Congo","boma1248",NA,NA,"family",NA,NA,NA
"boma1249","Boma-Tiene [boma1249]","Boma-Tiene [boma1248]","Atlantic-Congo","boma1249",NA,NA,"family",NA,NA,NA
"bomb1239","Bombori","Katla","Katla-Tima","bomb1239",NA,NA,"dialect",NA,NA,NA
"bomb1258","Bombali","Timne","Atlantic-Congo","bomb1258",NA,NA,"dialect",NA,NA,NA
"bomb1259","Bomborokuy","Dahanmu","Atlantic-Congo","bomb1259",NA,NA,"dialect",NA,NA,NA
"bomb1260","Bombi-Ngbanja","Bila","Atlantic-Congo","bomb1260",NA,NA,"dialect",NA,NA,NA
"bomb1261","Bomboli","Likoka [liko1252]","Atlantic-Congo","bomb1261","bml",NA,"language",18.5131,1.99315,2500
"bomb1262","Bomboma","Ngiri Terrien","Atlantic-Congo","bomb1262","bws",NA,"language",18.7841,2.40195,23000
"bomb1263","Bomberai","South Halmahera-West New Guinea [sout3229]","Austronesian","bomb1263",NA,NA,"family",NA,NA,NA
"bomf1238","Bom Futuro","Jamamadí","Arawan","bomf1238",NA,NA,"dialect",NA,NA,NA
"bomi1238","Bomitaba","Likouala-Sangha","Atlantic-Congo","bomi1238","zmx",NA,"language",17.3733,1.70044,9823
"bomk1234","Bom-Kim","Northern Bullom","Atlantic-Congo","bomk1234",NA,NA,"family",NA,NA,NA
"bomm1240","Bom","Bom-Kim","Atlantic-Congo","bomm1240","bmf",NA,"language",-11.597,9.27518,5580
"bomo1238","Bomokandi","Kango [Bas-Uélé District]","Atlantic-Congo","bomo1238",NA,NA,"dialect",NA,NA,NA
"bomp1241","Bompoka","Teressa","Austroasiatic","bomp1241",NA,NA,"dialect",NA,NA,NA
"bomu1247","Bomu","Bwamu","Atlantic-Congo","bomu1247","bmq",NA,"language",-4.538,12.3816,158000
"bomu1248","Bomu [Gokana]","Gokana","Atlantic-Congo","bomu1248",NA,NA,"dialect",NA,NA,NA
"bomu1249","Bomui","Yasa","Atlantic-Congo","bomu1249",NA,NA,"dialect",NA,NA,NA
"bomu1250","Bomudi","Ngumbi","Atlantic-Congo","bomu1250",NA,NA,"dialect",NA,NA,NA
"bomv1238","Bomvana","Xhosa","Atlantic-Congo","bomv1238",NA,NA,"dialect",NA,NA,NA
"bomw1238","Bomwali","Ndzem-Bomwali","Atlantic-Congo","bomw1238","bmw",NA,"language",15.9546,1.71005,39280
"bona1250","Bonan","Baoanic","Mongolic","bona1250","peh","bao","language",102.995,35.6972,6000
"bona1251","Bona","Anyin","Atlantic-Congo","bona1251",NA,NA,"dialect",NA,NA,NA
"bona1252","Bonarua","Suau","Austronesian","bona1252",NA,NA,"dialect",NA,NA,NA
"bona1253","Bona Bona","Suau","Austronesian","bona1253",NA,NA,"dialect",NA,NA,NA
"bona1254","Bonahoi","Bumbita Arapesh","Nuclear Torricelli","bona1254",NA,NA,"dialect",NA,NA,NA
"bona1255","Bonari","Yawaperi","Cariban","bona1255",NA,NA,"language",NA,NA,NA
"bona1256","Bonam-Monam","Hre-Sedang-Todrah-Monam","Austroasiatic","bona1256",NA,NA,"family",NA,NA,NA
"bond1244","Bondoy","Korku","Austroasiatic","bond1244",NA,NA,"dialect",NA,NA,NA
"bond1245","Bondo","Gutob-Remo","Austroasiatic","bond1245","bfw","rem","language",83.8141,19.1512,9000
"bond1246","Bondoukou Kulango","Kulango","Atlantic-Congo","bond1246","kzc",NA,"language",-2.87379,7.85945,104000
"bond1247","Bondei","Bondei-Shambala","Atlantic-Congo","bond1247","bou",NA,"language",38.5079,-5.10749,80000
"bond1248","Bondum Dom Dogon","Yanda-Bondum-Tebul","Dogon","bond1248","dbu",NA,"language",-3.32636,14.9066,NA
"bond1249","Bondei-Shambala","Seuta","Atlantic-Congo","bond1249",NA,NA,"family",NA,NA,NA
"bone1251","Bonea","Mato","Austronesian","bone1251",NA,NA,"dialect",NA,NA,NA
"bone1252","Bone","Buginese","Austronesian","bone1252",NA,NA,"dialect",NA,NA,NA
"bone1253","Bone Hau","Kalumpang","Austronesian","bone1253",NA,NA,"dialect",NA,NA,NA
"bone1254","Bonerate","Tukangbesi-Bonerate","Austronesian","bone1254","bna",NA,"language",121.792,-7.37657,9500
"bone1255","Bonerif","Coastal Tor","Tor-Orya","bone1255","bnv",NA,"language",139.208,-2.09529,200
"bong1282","Bon Gula","Adamawa Bua","Atlantic-Congo","bong1282","glc",NA,"language",19.5774,10.6577,1200
"bong1283","Bongo [Mid-Southern Banda]","Mid-Southern Banda","Atlantic-Congo","bong1283",NA,NA,"dialect",NA,NA,NA
"bong1284","Bongili","Mokiba-Ngando","Atlantic-Congo","bong1284","bui",NA,"language",16.6079,0.37063,4000
"bong1285","Bongo","Sara-Bongo-Bagirmi","Central Sudanic","bong1285","bot","bgo","language",27.9918,7.4145,10084
"bong1286","Bong’omeek","Sabaot","Nilotic","bong1286",NA,NA,"dialect",NA,NA,NA
"bong1287","Bonggo","Sarmi","Austronesian","bong1287","bpg",NA,"language",139.576,-2.28044,790
"bong1288","Bongao","Southern Sama","Austronesian","bong1288",NA,NA,"dialect",NA,NA,NA
"bong1289","Bonggi","Northeast Sabahan","Austronesian","bong1289","bdg","bgz","language",117.174,7.29249,1400
"bong1290","Bongos","Kwanga [Papua New Guinea]","Sepik","bong1290",NA,NA,"dialect",NA,NA,NA
"bong1291","Bongu","Mindjim","Nuclear Trans New Guinea","bong1291","bpu","bon","language",145.806,-5.50519,850
"bong1298","Bongor","Masana","Afro-Asiatic","bong1298",NA,NA,"dialect",NA,NA,NA
"bong1299","Bongor-Jodo-Tagal-Berem-Gunu","Musey","Afro-Asiatic","bong1299",NA,NA,"dialect",NA,NA,NA
"boni1238","Boniange","Libinza","Atlantic-Congo","boni1238",NA,NA,"dialect",NA,NA,NA
"boni1239","Bonin English Pidgin","English based pidgin [Pidgin]","Pidgin","boni1239",NA,NA,"language",NA,NA,NA
"bonj1234","Bonjo","Likouala-Sangha","Atlantic-Congo","bonj1234","bok",NA,"language",17.6298,2.39823,3000
"bonk1243","Bonkeng","Lundu-Balong [A.10]","Atlantic-Congo","bonk1243","bvg",NA,"language",9.76306,4.66054,2975
"bonk1244","Bonkiman","Kewieng-Bonkiman-Nokopo","Nuclear Trans New Guinea","bonk1244","bop",NA,"language",146.738,-5.84007,175
"bonn1241","Bon","Basa [Cameroon]","Atlantic-Congo","bonn1241",NA,NA,"dialect",NA,NA,NA
"bonn1242","Bonny-Opobo","Nuclear Igbo","Atlantic-Congo","bonn1242",NA,NA,"dialect",NA,NA,NA
"bont1246","Bontok-Kankanay","Nuclear Cordilleran","Austronesian","bont1246",NA,NA,"family",NA,NA,NA
"bont1247","Bontok","Bontok-Kankanay","Austronesian","bont1247","bnc",NA,"family",NA,NA,NA
"bonu1238","Bonu","Wambule","Sino-Tibetan","bonu1238",NA,NA,"dialect",NA,NA,NA
"bonz1238","Bonzio","Mbati","Atlantic-Congo","bonz1238",NA,NA,"dialect",NA,NA,NA
"book1240","Book","Sabaot","Nilotic","book1240",NA,NA,"dialect",NA,NA,NA
"book1241","Bookan","Northern Murutic","Austronesian","book1241","bnb",NA,"language",116.474,5.32519,2764
"boon1238","Booni","Farefare","Atlantic-Congo","boon1238",NA,NA,"dialect",NA,NA,NA
"boon1242","Boon","East Cushitic","Afro-Asiatic","boon1242","bnl",NA,"language",43.1208,0.41988,22
"booo1255","Bo","Bo-Rukul","Atlantic-Congo","booo1255",NA,NA,"dialect",NA,NA,NA
"booo1256","Bö","Eastern Maninkakan","Mande","booo1256",NA,NA,"dialect",NA,NA,NA
"booo1257","Boo","Toura [Côte d’Ivoire]","Mande","booo1257",NA,NA,"dialect",NA,NA,NA
"booo1258","Bo’o","Biak","Austronesian","booo1258",NA,NA,"dialect",NA,NA,NA
"boor1238","Boorim","Bokyi","Atlantic-Congo","boor1238",NA,NA,"dialect",NA,NA,NA
"boor1242","Boor","East Chadic A A.1 2","Afro-Asiatic","boor1242","bvf",NA,"language",17.5648,10.0904,100
"boow1238","Boow","Dii","Atlantic-Congo","boow1238",NA,NA,"dialect",NA,NA,NA
"bopa1235","Bo [Papua New Guinea]","Iteri-Bo","Left May","bopa1235","bpw",NA,"language",141.45,-4.32114,85
"bora1261","Borail Sadri","Oraon Sadri","Indo-European","bora1261",NA,NA,"dialect",NA,NA,NA
"bora1262","Boran [bora1262]","South America","Boran [bora1262]","bora1262",NA,NA,"family",NA,NA,NA
"bora1263","Bora","Boran [bora1262]","Boran [bora1262]","bora1263","boa","bor","language",-68.9093,-2.91467,3390
"bora1271","Borana-Arsi-Guji Oromo","Central Oromo [cent2303]","Afro-Asiatic","bora1271","gax","orb","language",37.882,1.05676,3823600
"bora1272","Borana","Borana-Arsi-Guji Oromo","Afro-Asiatic","bora1272",NA,NA,"dialect",NA,NA,NA
"bora1273","Boran [bora1273]","Borana-Arsi-Guji Oromo","Afro-Asiatic","bora1273",NA,NA,"dialect",NA,NA,NA
"borc1242","Borcala","North Azerbaijani","Turkic","borc1242",NA,NA,"dialect",NA,NA,NA
"borc1243","Borch","Rutul","Nakh-Daghestanian","borc1243",NA,NA,"dialect",NA,NA,NA
"bord1246","Border Komba","Komba","Nuclear Trans New Guinea","bord1246",NA,NA,"dialect",NA,NA,NA
"bord1247","Border","Sahul","Border","bord1247",NA,NA,"family",NA,NA,NA
"bord1248","Border Kuna","Kuna","Chibchan","bord1248","kvn","kun","language",-77.1664,7.92993,1200
"bore1246","Borebo","Mailu","Mailuan","bore1246",NA,NA,"dialect",NA,NA,NA
"bore1247","Borei","WAG","Lower Sepik-Ramu","bore1247","gai",NA,"language",144.715,-4.08697,2090
"bore1248","Borewar","Borei","Lower Sepik-Ramu","bore1248",NA,NA,"dialect",NA,NA,NA
"borg1235","Borgu Fulfulde","Fula-West Central","Atlantic-Congo","borg1235","fue",NA,"language",3.988,9.801,328200
"borg1236","Borgarmalet","Swedish based [Pidgin]","Pidgin","borg1236",NA,NA,"language",NA,NA,NA
"bori1243","Bori","Eastern Tani","Sino-Tibetan","bori1243","adi",NA,"language",94.3538,27.62812,241190
"borm1238","Bor Muthun","Wancho Naga","Sino-Tibetan","borm1238",NA,NA,"dialect",NA,NA,NA
"born1251","Bornholmsk","Scanian","Indo-European","born1251",NA,NA,"dialect",NA,NA,NA
"born1254","Borneo Coast Bajaw","Sulu-Borneo","Austronesian","born1254",NA,NA,"family",NA,NA,NA
"born1255","Borneo Malay","Nuclear Malayic","Austronesian","born1255",NA,NA,"family",NA,NA,NA
"boro1274","Bororo [Atlantic Congo]","Nigerian Fulfulde","Atlantic-Congo","boro1274",NA,NA,"dialect",NA,NA,NA
"boro1275","Boroma","Eastern Acipa","Atlantic-Congo","boro1275",NA,NA,"dialect",NA,NA,NA
"boro1276","Borobo","Central Grebo","Atlantic-Congo","boro1276",NA,NA,"dialect",NA,NA,NA
"boro1277","Boro [Ethiopia]","Gonga","Ta-Ne-Omotic","boro1277","bwo","ssh","language",35.345,10.6596,19900
"boro1278","Boro [boro1278]","Folopa","Teberan","boro1278",NA,NA,"dialect",NA,NA,NA
"boro1279","Borong","Kosorong-Burum-Mindik","Nuclear Trans New Guinea","boro1279","ksr",NA,"language",147.511,-6.56688,2069
"boro1280","Boroi","Borei","Lower Sepik-Ramu","boro1280",NA,NA,"dialect",NA,NA,NA
"boro1281","Bororoan","South America","Bororoan","boro1281",NA,NA,"family",NA,NA,NA
"boro1282","Bororo","Bororo-Otuke","Bororoan","boro1282","bor","brr","language",-55.2004,-16.6029,1020
"boro1283","Boro","Na-Togo","Atlantic-Congo","boro1283","xxb",NA,"language",0.362291,7.496728,NA
"boro1284","Boroic","Bodo-Garo","Sino-Tibetan","boro1284",NA,NA,"family",NA,NA,NA
"boro1285","Bororo-Otuke","Bororoan","Bororoan","boro1285",NA,NA,"family",NA,NA,NA
"borr1242","Bor","Southeastern Dinka","Nilotic","borr1242",NA,NA,"dialect",NA,NA,NA
"boru1243","Borujerdi","Northern Luri","Indo-European","boru1243",NA,NA,"dialect",NA,NA,NA
"boru1244","Bo-Rukul","Southeastern Benue-Congo Plateau","Atlantic-Congo","boru1244","mae",NA,"language",8.90506,8.9352,2000
"boru1252","Boruca","Western Isthmic","Chibchan","boru1252","brn","brc","language",-83.2124,8.88093,5
"bosa1244","Bosambi","Budza","Atlantic-Congo","bosa1244",NA,NA,"dialect",NA,NA,NA
"bosa1245","Bosavi","Sahul","Bosavi","bosa1245",NA,NA,"family",NA,NA,NA
"bosa1246","Bosavi Watershed","Bosavi","Bosavi","bosa1246",NA,NA,"family",NA,NA,NA
"bose1237","Boselewa","Boselewa-Galeya","Austronesian","bose1237","bwf",NA,"language",150.693,-9.44763,614
"bose1238","Boselewa-Galeya","Dobu-Duau","Austronesian","bose1238",NA,NA,"family",NA,NA,NA
"bosh1240","Bosho","Machame","Atlantic-Congo","bosh1240",NA,NA,"dialect",NA,NA,NA
"bosh1241","Bosha","Kafa","Ta-Ne-Omotic","bosh1241",NA,NA,"dialect",NA,NA,NA
"bosh1242","Bōshū","Western Kantō","Japonic","bosh1242",NA,NA,"dialect",NA,NA,NA
"bosh1243","Boshongo","Nkutsuic","Atlantic-Congo","bosh1243",NA,NA,"family",NA,NA,NA
"bosn1245","Bosnian","South-Western Slavic","Indo-European","bosn1245","bos","bos","language",17.6704,42.9331,NA
"bosn1246","Bosnik","Biak","Austronesian","bosn1246",NA,NA,"dialect",NA,NA,NA
"bosn1247","Bosngun-Awar","WAG","Lower Sepik-Ramu","bosn1247",NA,NA,"family",NA,NA,NA
"bosn1248","Bosngun","Bosngun-Awar","Lower Sepik-Ramu","bosn1248","bqs",NA,"language",144.647,-4.16201,1225
"boso1244","Boso","Gua","Atlantic-Congo","boso1244",NA,NA,"dialect",NA,NA,NA
"boss1241","Bossoum","North Fali","Atlantic-Congo","boss1241",NA,NA,"dialect",NA,NA,NA
"boss1242","Bossangoa","Gbaya-Bossangoa","Atlantic-Congo","boss1242",NA,NA,"dialect",NA,NA,NA
"bota1238","Botai","Gbari","Atlantic-Congo","bota1238",NA,NA,"dialect",NA,NA,NA
"bota1239","Botatwe","East Bantu","Atlantic-Congo","bota1239",NA,NA,"family",NA,NA,NA
"botb1238","Botbot","Borei","Lower Sepik-Ramu","botb1238",NA,NA,"dialect",NA,NA,NA
"bote1238","Bote-Majhi","Kuswaric","Indo-European","bote1238","bmj",NA,"language",84.348,27.7074,11000
"boti1239","Boti","Northern Kurdish","Indo-European","boti1239",NA,NA,"dialect",NA,NA,NA
"botl1242","Botlikh","Botlikh-Godoberi","Nakh-Daghestanian","botl1242","bph",NA,"language",46.1944,42.7658,5500
"botl1243","Botlikh-Godoberi","Andic","Nakh-Daghestanian","botl1243",NA,NA,"family",NA,NA,NA
"boto1242","Botolan Sambal","Abellen-Botolan","Austronesian","boto1242","sbl",NA,"language",120.164,15.2315,32867
"boto1248","Boto [boto1248]","Zari","Afro-Asiatic","boto1248",NA,NA,"dialect",NA,NA,NA
"boto1249","Boto [boto1249]","Saya","Afro-Asiatic","boto1249",NA,NA,"dialect",NA,NA,NA
"bott1237","Botteng","Ulumanda’","Austronesian","bott1237",NA,NA,"dialect",NA,NA,NA
"botu1238","Botunga","Mbole","Atlantic-Congo","botu1238",NA,NA,"dialect",NA,NA,NA
"boue1238","Boúe","Khana","Atlantic-Congo","boue1238",NA,NA,"dialect",NA,NA,NA
"bouf1238","Boufale","Kabiyé","Atlantic-Congo","bouf1238",NA,NA,"dialect",NA,NA,NA
"bouk1238","Boukhou","Saafi-Saafi","Atlantic-Congo","bouk1238",NA,NA,"dialect",NA,NA,NA
"boul1236","Boulonnais","Picard","Indo-European","boul1236",NA,NA,"dialect",NA,NA,NA
"boun1242","Bouna","Day","Atlantic-Congo","boun1242",NA,NA,"dialect",NA,NA,NA
"boun1243","Bouna Kulango","Kulango","Atlantic-Congo","boun1243","nku",NA,"language",-2.74627,8.46011,157500
"boun1244","Bounou","Maya Samo","Mande","boun1244",NA,NA,"dialect",NA,NA,NA
"boun1245","Bo-Ung","Melpa-Tembagla","Nuclear Trans New Guinea","boun1245","mux",NA,"language",144.086,-5.8626,40948
"bour1246","Bourbonnais","Standard French","Indo-European","bour1246",NA,NA,"dialect",NA,NA,NA
"bour1247","Bourguignon","Standard French","Indo-European","bour1247",NA,NA,"dialect",NA,NA,NA
"bour1248","Bouriya","Korku","Austroasiatic","bour1248",NA,NA,"dialect",NA,NA,NA
"bouu1238","Bou","Yele","Yele","bouu1238",NA,NA,"dialect",NA,NA,NA
"bouy1240","Bouyei","Northern Tai","Tai-Kadai","bouy1240","pcc","yay","language",106.187,24.8484,2649205
"bowa1234","Bowat-Papitalai","Koro-Lele-Nali-Titan","Austronesian","bowa1234",NA,NA,"family",NA,NA,NA
"bowe1238","Bowena","Northern Hanga","Atlantic-Congo","bowe1238",NA,NA,"dialect",NA,NA,NA
"boya1241","Boyao","Ai-Cham","Tai-Kadai","boya1241",NA,NA,"dialect",NA,NA,NA
"boya1242","Boyali","Gbaya-Bozoum","Atlantic-Congo","boya1242",NA,NA,"dialect",NA,NA,NA
"boye1238","Boyerahmadi","Southern Luri","Indo-European","boye1238",NA,NA,"dialect",NA,NA,NA
"boza1238","Bozaba","Bamweic","Atlantic-Congo","boza1238","bzo",NA,"language",18.6784,2.07295,5500
"boze1239","Boze-Giringarede","Bine","Eastern Trans-Fly","boze1239",NA,NA,"dialect",NA,NA,NA
"boze1240","Boze-Loro","North-Central Jos","Atlantic-Congo","boze1240",NA,NA,"family",NA,NA,NA
"bozo1251","Bozom","Gbaya-Bozoum","Atlantic-Congo","bozo1251",NA,NA,"dialect",NA,NA,NA
"bozo1252","Bozo","Soninke-Bozo","Mande","bozo1252",NA,NA,"family",NA,NA,NA
"brab1242","Brabants [Dutch]","Dutch","Indo-European","brab1242",NA,NA,"dialect",NA,NA,NA
"brab1243","Brabants","Dutch","Indo-European","brab1243",NA,NA,"dialect",NA,NA,NA
"brag1240","Bragat","Bragat-Aruop-Amol","Nuclear Torricelli","brag1240","aof",NA,"language",142.495,-3.48707,462
"brag1241","Bragat-Aruop-Amol","Nuclear Palai","Nuclear Torricelli","brag1241",NA,NA,"family",NA,NA,NA
"brah1255","Brahmani","Varhadi-Nagpuri","Indo-European","brah1255",NA,NA,"dialect",NA,NA,NA
"brah1256","Brahui","North Dravidian","Dravidian","brah1256","brh","brh","language",64.2991,28.5347,2220000
"brah1260","Brahmaputran","Sino-Tibetan","Sino-Tibetan","brah1260",NA,NA,"family",NA,NA,NA
"braj1242","Braj","Western Hindi","Indo-European","braj1242","bra",NA,"language",78.0813,26.4758,44000
"braj1243","Braj Bhasha","Braj","Indo-European","braj1243",NA,NA,"dialect",NA,NA,NA
"bran1235","Brandenburgish","Northern Low Saxon","Indo-European","bran1235",NA,NA,"dialect",NA,NA,NA
"bras1238","Brasmi","Dumi","Sino-Tibetan","bras1238",NA,NA,"dialect",NA,NA,NA
"braw1237","Brawbaw","Thao","Austronesian","braw1237",NA,NA,"dialect",NA,NA,NA
"braz1246","Brazilian Portuguese","Portuguese","Indo-European","braz1246",NA,NA,"dialect",NA,NA,NA
"braz1247","Brazil-Portugal Portuguese","Macro-Portuguese","Indo-European","braz1247",NA,NA,"family",NA,NA,NA
"brek1238","Brek Karen","Kayaw-Manu","Sino-Tibetan","brek1238","kvl",NA,"language",96.8365,19.0561,16600
"brem1238","Brem","Kumilan","Nuclear Trans New Guinea","brem1238","buq",NA,"language",145.562,-4.67372,1190
"brer1240","Breri","Breri-Romkun","Lower Sepik-Ramu","brer1240","brq",NA,"language",144.707,-4.73271,1100
"brer1241","Breri-Romkun","Tamolan","Lower Sepik-Ramu","brer1241",NA,NA,"family",NA,NA,NA
"bret1244","Breton","Southwestern Brythonic","Indo-European","bret1244","bre","bre","language",-3.78934,48.2452,500045
"brib1243","Bribri","Viceitic","Chibchan","brib1243","bzd","bri","language",-83.0539,9.39794,11000
"brij1240","Brijia","Asuri","Austroasiatic","brij1240",NA,NA,"dialect",NA,NA,NA
"brin1245","Bringen","Western Daly","Western Daly","brin1245",NA,NA,"family",NA,NA,NA
"brit1243","British Creole","Jamaican","Indo-European","brit1243",NA,NA,"dialect",NA,NA,NA
"brok1247","Brokskat","Shinaic","Indo-European","brok1247","bkk","bkt","language",76.6026,34.5308,10000
"brok1248","Brokpake","Southern Tibetic","Sino-Tibetan","brok1248","sgt",NA,"language",91.9972,27.3438,5000
"brok1249","Brokkat","Southern Tibetic","Sino-Tibetan","brok1249","bro",NA,"language",90.648,27.6544,300
"brok1250","Broken Slavey","French based pidgin [Pidgin]","Pidgin","brok1250",NA,NA,"language",NA,NA,NA
"brok1252","Broken Oghibbeway","Ottawa based [Pidgin]","Pidgin","brok1252",NA,NA,"language",NA,NA,NA
"broo1238","Broome Pearling Lugger Pidgin","Malay based pidgin [Pidgin]","Pidgin","broo1238","bpl",NA,"language",122.233,-17.927,NA
"broo1239","Brooke’s Point Palawano","Brooke-Canipaan Palawan","Austronesian","broo1239","plw",NA,"language",117.871,8.83891,14367
"broo1240","Brooke-Canipaan Palawan","Nuclear Palawan","Austronesian","broo1240",NA,NA,"family",NA,NA,NA
"brou1236","Brou-So","West Katuic","Austroasiatic","brou1236",NA,NA,"family",NA,NA,NA
"brud1238","Bru Dong Sen Keo","Eastern Bru","Austroasiatic","brud1238",NA,NA,"dialect",NA,NA,NA
"brui1237","Bruit","Central Melanau","Austronesian","brui1237",NA,NA,"dialect",NA,NA,NA
"bruk1238","Bru Kok Sa-At","Eastern Bru","Austroasiatic","bruk1238",NA,NA,"dialect",NA,NA,NA
"brul1239","Brulé","Lakota","Siouan","brul1239",NA,NA,"dialect",NA,NA,NA
"brun1235","Bruny Island","South-Eastern Tasmanian","South-Eastern Tasmanian","brun1235",NA,NA,"language",147.247925,-43.373112,NA
"brun1242","Brunei","Berau-Brunei Malay","Austronesian","brun1242","kxd",NA,"language",114.429,4.45605,266000
"brun1243","Brunei Malay","Brunei","Austronesian","brun1243",NA,NA,"dialect",NA,NA,NA
"brun1244","Brung","Kelabit","Austronesian","brun1244",NA,NA,"dialect",NA,NA,NA
"brun1245","Brunei Bisaya","Bisaya-Lotud","Austronesian","brun1245","bsb",NA,"language",114.517,4.60791,57600
"brun1246","Brunei-Bacan Malay","Borneo Malay","Austronesian","brun1246",NA,NA,"family",NA,NA,NA
"bruu1238","Bru","Brou-So","Austroasiatic","bruu1238",NA,NA,"family",NA,NA,NA
"bryt1239","Brythonic","Insular Celtic","Indo-European","bryt1239",NA,NA,"family",NA,NA,NA
"buaa1245","Bua","Buaic","Atlantic-Congo","buaa1245","bub",NA,"language",18.0821,9.92491,7708
"buaa1246","Bua [Indonesia]","Tae’","Austronesian","buaa1246",NA,NA,"dialect",NA,NA,NA
"buag1237","Buaga","Sinaugoro","Austronesian","buag1237",NA,NA,"dialect",NA,NA,NA
"buai1234","Buaic","Adamawa Bua","Atlantic-Congo","buai1234",NA,NA,"family",NA,NA,NA
"bual1235","Bualkhaw Chin","Falamic","Sino-Tibetan","bual1235","cbl",NA,"language",93.68,22.91,NA
"buam1238","Buamu","Nuclear Bwamu","Atlantic-Congo","buam1238","box",NA,"language",-3.50303,11.1687,185945
"buan1245","Buang","South Huon Gulf","Austronesian","buan1245",NA,NA,"family",NA,NA,NA
"buba1239","Bubanda","Mono [Democratic Republic of Congo]","Atlantic-Congo","buba1239",NA,NA,"dialect",NA,NA,NA
"bube1242","Bube","Narrow Bantu","Atlantic-Congo","bube1242","bvb","bub","language",8.68929,3.53638,40000
"bubi1239","Bubi [Kele]","Kélé","Atlantic-Congo","bubi1239",NA,NA,"dialect",NA,NA,NA
"bubi1250","Bubi","Southern Okani","Atlantic-Congo","bubi1250","buw",NA,"language",12.3225,-1.16762,5000
